,blue_fighter,red_fighter,method,round,time,winner,days_since,wins,fight_num_rounds,round_mins,decayed_avg_ctrl_dif,decayed_avg_kd_dif,decayed_avg_rev_dif,decayed_avg_sig_str_body_dif,decayed_avg_sig_str_body_pct_dif,decayed_avg_sig_str_clinch_dif,decayed_avg_sig_str_clinch_pct_dif,decayed_avg_sig_str_dif,decayed_avg_sig_str_distance_dif,decayed_avg_sig_str_distance_pct_dif,decayed_avg_sig_str_ground_dif,decayed_avg_sig_str_ground_pct_dif,decayed_avg_sig_str_head_dif,decayed_avg_sig_str_head_pct_dif,decayed_avg_sig_str_leg_dif,decayed_avg_sig_str_leg_pct_dif,decayed_avg_sig_str_pct_dif,decayed_avg_sub_att_dif,decayed_avg_td_att_dif,decayed_avg_td_att_pct_dif,decayed_avg_td_pct_dif,decayed_avg_total_str_dif,decayed_avg_total_str_pct_dif
4978,Damir Hadzovic,Yancy Medeiros,Decision - Unanimous ,3,300,red,1678,1,3,5.0,0.0007774690928466976,1.9565838130345625,1.1827000469828364,777.4868001938728,1.1659424293127214,0.5404967436249796,1.246814452806665,621.6227101232323,7702.754979018719,0.877501966669522,0.1493095915048574,1.1080603249525347,0.1578989511875572,0.939602532941993,5.063544168477611,0.7370147249541319,0.8647339043162757,1.6543364634388633,0.5110948957760468,0.7595679033915612,0.7595679033915612,0.0019026010918236534,0.8107157718230288
4979,Montserrat Conejo Ruiz,Alice Ardelean,Decision - Unanimous ,3,300,blue,89,1,3,5.0,0.010128520730127637,1.0,1.004459915953208,4.7893753700150015,1.025838869615869,1.1581802229662315,1.0337337235963386,2399.582397129426,1929.4687790561732,1.013349797077963,1.073795963586587,1.004459915953208,360.4488282328105,1.0214097310979946,1.389994791481544,1.0187832645896397,1.0139958711670487,0.9650262267820303,0.9823574842093027,1.0012764806754868,1.0012764806754868,516.874449126313,1.0032730984745963
4980,Cody Durden,Allan Nascimento,Submission ,2,193,blue,89,1,3,5.0,3.3251008351204567,0.9936630210246583,1.0930806563263302,1.0089397227567254,0.9951836550516617,0.9699465755885847,0.9955774670580884,0.35524668015526245,0.3547952963881234,1.00153380080007,1.0322962752580476,0.9964293347741919,0.22477460310482866,0.9903512538535446,1.5664537173512223,1.029203212417023,1.0004684191978344,1.0521725721787838,0.8750274689776166,0.9873954916502649,0.9873954916502649,0.41803086895895286,1.0057275094748501
4981,Kevin Christian,Billy Elekana,Submission ,1,213,blue,89,0,3,5.0,1273.6813239641956,1.0301111063499795,1.0,1.0930806563263302,0.986727099724775,1.0,1.0,2.4351296512898744,1.5148756150800022,0.9791633899388383,1.6074782820774844,1.0398807681861366,4.032285486045572,1.057584488535035,0.5524826032958279,0.9331192971926919,0.9866899284834015,1.0301111063499795,1.0301111063499795,1.014943893202959,1.014943893202959,3.27614251131371,0.9875586927849819
4982,Daniel Frunza,Charles Radtke,Submission ,3,269,blue,89,1,3,5.0,100000.0,1.0301111063499795,1.0,0.9423925859341603,0.9816291725241492,1.1772328788187219,1.0307479690300843,3.856782680014237,2.130805335400525,1.0180670497616062,1.5375137544875246,1.025306661923718,3.27614251131371,1.020620960409378,1.249195819650653,1.0528540606052048,1.025943033417495,1.0301111063499795,1.0611288914255788,1.0140911349205146,1.0140911349205146,0.23027063221005634,0.9947364602520947
4983,Sedriques Dumas,Donte Johnson,Submission ,2,85,blue,89,0,3,5.0,2.038063311859906,1.0,0.9671758006507382,0.7656730714653739,0.9582507104354478,1.6134504138572667,1.0197945551363856,0.5607388443159735,0.415249805035492,1.0253467390931106,0.8369424234887681,1.0306989656173842,1.1176742905026729,1.046038006036135,0.6552424232429975,0.9913483436093331,1.0341874455983682,1.0930806563263302,1.2353755340351722,1.0836967630505736,1.0836967630505736,0.20602659841669294,1.0263708790053843
4984,Yadier del Valle,Isaac Dulgarian,Submission ,1,221,red,89,1,3,5.0,100000.0,1.0,1.0,1.0,0.970769069312656,1.0224993773643363,1.0074442382598447,5.671762976440975,1.1176742905026729,0.9595114209276959,4.962948401916101,1.0063014015819216,6.199694396815482,1.0159484369158627,0.914845573574452,0.9578954250102387,0.9694020572992428,0.914845573574452,1.1948253212348008,1.0123877672222645,1.0123877672222645,11.559412035849697,0.9913977263138704
4985,Themba Gorimbo,Jeremiah Wells,Decision - Unanimous ,3,300,blue,89,1,3,5.0,0.2066825105554973,1.0,0.9384070878290093,0.5862552523672196,0.9785895756590498,0.5363330226129241,0.9715508091711736,0.7370180785737379,0.9504144343254002,0.9783068976050237,1.4458744376716437,1.017563971830849,1.6211614829679648,1.0012741321740726,0.7754702074751947,0.952766976815967,0.9871151581520349,1.0521725721787838,0.891875641545954,0.9834822252346217,0.9834822252346217,0.09516501852858285,0.9886420410124644
4986,Norma Dumont,Ketlen Vieira,Decision - Split ,3,300,red,89,1,3,5.0,446.35891771484364,0.9839484040808565,0.9919417342167112,0.5795180659877326,0.9782689216696732,0.9586892311855473,0.9781696310816266,0.24938765313250208,0.27784959839058837,0.9876941313282062,0.9362402885796491,1.006731958571693,0.7131350856422919,0.9982360034478134,0.6034428768062018,0.9852707851697553,0.994066041691489,1.0521725721787838,0.9833799228593488,1.0012259456629677,1.0012259456629677,0.5504641175568931,0.9963057748219389
4987,Seokhyeon Ko,Phil Rowe,Decision - Unanimous ,3,300,red,89,1,3,5.0,9.189322680509532e-24,1.033938193374128,1.0455049767104556,1.2773019477989245,1.007969185464639,1.3503650995526566,1.0337556291382894,1.5604901958326667,6.62764806543158,0.9871875057017737,0.17436142132085178,0.9376285702985052,1.3206512683004747,0.9766815270382686,0.9250800543234429,0.9733725073446426,0.9805922612317666,0.9779957055599072,0.669984969788664,0.9298952502360406,0.9298952502360406,0.0076522925216875445,0.9869420286806126
4988,David Onama,Steve Garcia,KO/TKO ,1,214,blue,89,1,5,5.0,0.0018541623982606262,1.0321504532274683,0.9414611250085451,0.8477712393977659,1.0174081445020504,0.7641602367981143,0.9925032581981076,0.08762889845137377,0.09906072607281939,1.0043217821108956,1.1576077087392234,1.0277093510801913,0.12899406429593785,1.0062840781248588,0.8013070186871525,0.9918634146793948,1.0056575549679876,0.9882034645402288,0.9669367228539115,0.9933308566279406,0.9933308566279406,0.1521566883863291,1.0102910366301343
4989,Ariane Carnelossi,Talita Alencar,Submission ,3,276,blue,89,1,3,5.0,100000.0,1.0,0.9480007363375912,2.6975663103549756,1.0212630130909468,1.4276075482638448,1.003672680203162,8.097051637130548,2.2778909660825484,0.9971460061586139,2.48991855224533,1.0234069956767986,2.7338202773903886,0.9965476186288,1.097955704183623,1.0171687330822266,0.998191969792758,1.0501678410352446,1.1685340330618719,1.031181260540976,1.031181260540976,3.055520638894122,0.9904496143683823
4990,ChangHo Lee,Timmy Cuamba,Decision - Unanimous ,3,300,blue,89,1,3,5.0,1.924999032168918e-05,1.0224993773643363,0.9354290293643963,0.381300818061707,1.0165597383785692,0.18988563039872028,0.9995782680258688,0.3869989367650221,4.4734801675026326,0.9905355411724723,0.4555878724276713,1.0020086418385366,0.8064742311910587,0.9870329487089072,1.2584951309653345,1.0067802901985854,0.9798470901017147,0.970769069312656,0.9285169281231483,0.9939859351022294,0.9939859351022294,0.0007968585815830723,0.9870969638201776
4991,Ante Delija,Waldo Cortes Acosta,KO/TKO ,1,239,blue,89,1,3,5.0,151.4732574534439,0.995962717282485,1.0,2.088137932098533,1.010513816003784,1.1428212661351094,1.01439658623844,57.83481379146867,40.34814635669886,1.0044705760239072,1.2542596203391252,0.9859525198057131,14.32360808314477,1.0001686722472989,1.9336493857452453,1.029509343523541,1.0031739657904268,1.008123728950322,1.0245697078924056,1.0067652055564038,1.0067652055564038,118.8285642903398,1.0028953488187264
4992,Garreth McLellan,Bartosz Fabinski,Decision - Unanimous ,3,300,blue,3946,4,3,5.0,100000.0,1.0,1.0,0.0001003011564318707,0.9835216260216371,934.2399708499469,2.217241436744423,7.367336984911043e-32,4.891119020858319e-12,1.3186236183313833,1.612292596134647e-23,1.7620329307570533,1.9624729344226645e-22,1.9376086220526518,3.7428370422182222e-06,0.6437547980583942,1.578414191364122,0.09370534946112638,100000.0,8.559676902826999,8.559676902826999,2.728604952549257e-23,1.726068813657526
4993,Yaotzin Meza,Damian Stasiak,Decision - Unanimous ,3,300,red,3946,2,3,5.0,1.527942626741121e-64,1.0,0.686733126895233,132.3597784918074,0.9119906609920527,0.3908138929093547,1.2647581933186618,100000.0,100000.0,1.189139171080869,18.40318614214737,2.131527000127687,100000.0,1.6481806976007956,5.1961889620129935e-05,0.7587817873775741,1.1270827962423593,0.07912595843138247,175.45471095745572,2.2335807870130684,2.2335807870130684,2.2713997428331853e-29,0.7121714330260036
4994,Anthony Hamilton,Daniel Omielanczuk,Decision - Unanimous ,3,300,red,3946,4,3,5.0,7.966452713453822e-136,1.6197776534842756,2.4034107850265207,6.780149624911054e-09,1.315305425916967,60171.587747265745,1.3248251745394448,100000.0,100000.0,2.7674722778399983,1.1015408857480174e-12,2.442997905902235,100000.0,2.5452426043168144,100000.0,4.41124799974497,2.196652704384457,1.5502937737817697,0.07525881628952032,0.48278534319208327,0.48278534319208327,100000.0,2.7236800758385056
4995,Aleksandra Albu,Izabela Badurek,Submission ,2,214,red,3946,2,3,5.0,100000.0,1.0,1.0,0.00013935303842558551,5.50842990936455,100000.0,3.869633468199477,1.020504906138476e-27,1.9862203949755896e-38,0.8588995406324289,5.207921042350603e-08,0.3694890183773339,5.387114663439968e-53,0.48513549372263065,100000.0,8.95509122244862,1.8739934088733086,0.3728794880054054,0.13903911257517326,0.6269156146240102,0.6269156146240102,5.302736328956884e-32,1.9326736288495066
4996,Stevie Ray,Marcin Bandel,KO/TKO ,2,95,red,3946,4,3,5.0,9.042898684715617e-66,0.6985648430587216,1.0,1.1673450877377653e-07,0.24421341836322688,1.4805002100315384e-05,0.26338885318715266,1.5488079802548663e-65,1.0989649949448294e-46,1.3712939148700767,9.519305071580288e-15,0.3233832956695854,6.387560640592071e-41,1.081701734129904,2.0771281017899563e-18,0.19080329002123442,0.7336661340267476,0.16635414430942536,0.11620915671168164,0.6198343399323839,0.6198343399323839,6.040578682206533e-86,0.5904928955707356
4997,Sheldon Westcott,Pawel Pawlak,Decision - Unanimous ,3,300,blue,3946,1,3,5.0,0.0,1.0,1.0,100000.0,3.0144533948976373,1.0,1.4033153188865697,100000.0,100000.0,1.7126954823909966,3.771080208622104e-16,1.1128322825269406,1.3966767306532864e-07,0.7364371611299899,100000.0,2.275234976250779,0.8883584122703521,1.0,0.019331874825691705,0.23274129183264067,0.23274129183264067,100000.0,1.3948420610976084
4998,Mickael Lebout,Sergio Moraes,Decision - Unanimous ,3,300,blue,3946,2,3,5.0,2.6487948260133247e-46,1.325589336554504,0.019331874825691705,0.6251510960634685,0.7755225324759002,29.43798108654204,1.5024948865500884,8.784009062536466e-16,1.4029907511770715e-13,1.2990462039526884,0.00021268161288910936,0.7993033504211788,4.7302264849833934e-05,1.870075772932051,2.970474597600307e-11,0.34318306059014214,1.501083919752726,4.093030766277542,51.72804029700308,3.7824264220328354,3.7824264220328354,6.981852493104944e-23,1.259225879644
4999,Leon Edwards,Seth Baczynski,KO/TKO ,1,8,red,3946,1,3,5.0,1.0490554624259915e-183,0.7641085226532436,0.3728794880054054,4.583118867789651e-07,0.5910658253700471,0.3333366719969989,1.182817356366582,3.432391797689661e-30,5.735486120680626e-27,0.37226915265595856,0.0017953268547817416,1.228743834344582,1.180530953355791e-12,0.47263843083159884,6.343929609417358e-12,0.6998504540549565,0.3676922207734183,1.0695749896546003,0.01807435197408139,0.580251353325871,0.580251353325871,1.1753736241576833e-36,0.3559413763277112
5000,Rocky Lee,Taylor Lapilus,Decision - Unanimous ,3,300,blue,3946,1,3,5.0,1.1710134011576224e-210,2.6818316162928855,1.6376298776869227,31515.98007037272,0.6084079600876132,100000.0,1.1931555334057085,100000.0,100000.0,0.8828009015759957,609.2629817294402,0.9440786191247534,100000.0,1.7759476709399065,8.567202945507608e-14,0.36701430103618965,0.9060597734545706,2.6818316162928855,0.05184483310975652,0.7221336835191898,0.7221336835191898,100000.0,0.8058080536552039
5001,Viviane Araujo,Alexa Grasso,Decision - Unanimous ,5,300,blue,1202,5,5,5.0,7.249343288760662e-55,0.9116842750699581,1.231260524812215,262.6461508682179,0.8216941249441656,12663.602077110883,1.5960010409348564,12761.553634701571,0.8311682174098355,0.8690642178750948,1.2124319337352725,1.1623592791710864,0.06639024617762651,0.9541499741467102,731.8603694071267,0.8306028081971071,0.9620031710122992,0.870495832126998,0.17800409595908276,0.7631301252932595,0.7631301252932595,100000.0,1.0193891944461329
5002,Jonathan Martinez,Cub Swanson,KO/TKO ,2,259,red,1202,2,3,5.0,2.3072671292952957e-28,0.8198849082659805,0.8976223928072776,1.2673345837241232,1.0399470152215782,21.75638431913347,1.0922205984453974,6826.742498147585,1295.5715736554334,1.0690003514500632,0.24219512060566298,1.076124081978367,3216.491270303929,1.0888073471217823,1.6747109441196193,0.9526276329364657,1.0389418005230315,1.024688235459748,1.3923396133269945,1.1230825685908996,1.1230825685908996,100000.0,1.047478571313541
5003,Lucas Alexander,Joanderson Brito,Submission ,1,122,blue,1202,3,3,5.0,100000.0,0.8604928263258346,0.7404479041582228,0.0028519565827090938,0.8653806478813446,8.194801583457535,1.2320513636979686,4.91691225948729e-08,8.50880006699738e-10,0.786943004699745,7.051567975728799,1.2433637558064032,0.00016418774472469098,0.9639148455748064,0.10500471763256247,0.6303857447424476,0.8871872920860191,2.1196479212290464,4.492907309970618,1.8084784083087126,1.8084784083087126,0.02337121831993662,1.0375802547098398
5004,Dusko Todorovic,Jordan Wright,KO/TKO ,2,192,red,1202,2,3,5.0,1.9961937291206898e-24,1.2218099602761388,0.8867430703670404,17.19697219817033,1.2020551375330901,1.0,1.2658678099575877,5.678339215287602e-05,0.003969163149817345,1.20502166612623,0.01430613708975129,1.0933759553442683,6.791763024158118e-06,1.0394019929385168,0.4861685035743013,0.8633707180694016,1.0652098028891177,0.9607253886580865,0.8184578883069443,0.8660268785339087,0.8660268785339087,100000.0,1.078777801577867
5005,Brandon Davis,Mana Martinez,Decision - Split ,3,300,blue,1202,1,3,5.0,1.680755404937241e-12,3.3267638012449026,1.3505339057402677,100000.0,1.0779497280370667,0.2630120170729743,0.6432062688523592,100000.0,100000.0,1.1252154528441498,3.439715927942172,1.1079944588798123,29254.18085846268,1.0693405078594704,0.04953875432844388,1.002334643444304,1.0931211415448046,1.1816886141172833,1.1053551285791092,0.9826782580966094,0.9826782580966094,100000.0,1.1202024722266426
5006,Pete Rodriguez,Mike Jackson,KO/TKO ,1,93,red,1202,1,3,5.0,100000.0,0.6698733149318624,1.0,0.18216665331390874,1.1497193362371865,8.194801583457535,1.3116484726920172,16583.552446185848,30.134378614620157,1.2751828135494323,67.15477299223814,0.8576245275192461,100000.0,1.4225618071626194,0.0903558062531899,0.5999853744378532,1.2961932074828524,1.0,1.3505339057402677,1.105355128579109,1.105355128579109,100000.0,1.3593785367246594
5007,Alonzo Menifield,Misha Cirkunov,KO/TKO ,1,88,red,1202,1,3,5.0,4.46557232024602e-16,0.7863132728439658,1.2180500763754185,2.5679494275385597,1.1226334410920336,0.6182885630505888,1.266125195550444,1.697370461744906e-07,9.928291771903074e-08,0.961071606965902,2.765100338424293,1.0749012061967667,1.5763484040664336e-07,0.927714708485714,0.41931264764858217,0.9500433500304281,1.023773698129743,1.7631419844823466,3.2257951796214432,1.2192018757335712,1.2192018757335712,0.00015413494834965423,1.0769750778325313
5008,Jacob Malkoun,Nick Maximov,Decision - Unanimous ,3,300,red,1202,1,3,5.0,4.4146747192400465e-37,1.0,2.463295284261231,1.13744635954341,1.0518603069839307,6.333978612095101,1.0553782213700162,2.2974033372972385e-10,0.00012690504496822055,1.0023273513188347,2.8581286129568527e-07,0.6750098930433425,6.615636561432752e-11,0.8768663128641864,3.053055392272525,1.0216963005321917,0.9178566569941657,0.9579798147528881,0.44235486495218956,0.9643064019989301,0.9643064019989301,6.313957951124187e-14,0.959159174354626
5009,Sam Hughes,Piera Rodriguez,Decision - Unanimous ,3,300,blue,1202,2,3,5.0,100000.0,1.2218099602761388,0.8964858880035463,2517.979620920976,1.1078592985048705,8225.54635855943,1.031832566090595,5.702326185610463e-06,3.478671405712087e-08,0.9900191026095386,0.019928467126088745,1.1860663090194377,1.3146233469321596e-07,0.9305919029849244,0.017226557757834247,1.1237316380485056,0.9806421402266187,0.803686947389507,40.328588360786874,1.4955407973478367,1.4955407973478367,1.264906051131308e-16,0.9492301768097212
5010,Victor Henry,Raphael Assuncao,Decision - Unanimous ,3,300,blue,1202,1,3,5.0,1.0907249060115496e-10,0.6881619389002315,0.5031549307661849,6.782064947637376e-12,0.8383666481472878,0.00020452778521493805,0.7914442589480024,2.774663911290295e-24,2.8937666792921404e-20,0.9530654334805632,0.46880750813085986,1.030643413314426,4.087853813641932e-15,0.964581855578661,100.08133378692266,1.1333618359251192,0.9679822384174089,0.8170811953697722,1.947712217826335,1.1038674618271265,1.1038674618271265,5.894546583409844e-34,0.9520392785319677
5011,CJ Vergara,Tatsuro Taira,Submission ,2,259,blue,1202,4,3,5.0,100000.0,1.5694888608273811,1.3505339057402677,3.289599539810513e-09,0.7488287197472365,0.01730516962262133,0.7714639494531156,3.627109401522479e-11,2.685685554509897e-11,0.9604800218845746,78.0422229421461,1.3631474929139877,0.2225730314491041,1.2958061578000983,0.04953875432844388,0.7767159761413645,1.1956588033324582,3.866114509576619,17.370094141260267,1.7529216614558882,1.7529216614558882,2.311013153422688e-11,1.1642926360861725
5012,Charlie Campbell,Alex Reyes,KO/TKO ,1,218,red,866,1,3,5.0,1.6538446851141576e-11,0.7492619177542167,0.7492619177542167,0.5613934213967269,1.1707638631375874,1.334646772115854,1.236471353387087,0.001307898885847331,0.0017455830262500598,0.9281211630859112,0.5613934213967265,0.7861909669588945,0.013167547490079751,0.9022631865040839,0.17693019548249703,0.9940041583447522,0.9706116017696802,1.0,0.5613934213967267,0.9047730763295203,0.9047730763295203,9.603193034747874e-07,0.9414575054070697
5013,Christos Giagos,Daniel Zellhuber,Submission ,2,206,blue,866,2,3,5.0,1.467969749101761e-47,1.2545908754892465,0.8836322711827573,100000.0,1.0200107187953762,0.7970725911823924,1.205700326587345,100000.0,100000.0,0.9859134124122991,1.1793369584714686,0.855944187850044,100000.0,0.9672257026578484,36.15134976170678,1.3765704682726807,0.9776751152389409,0.9596006264064553,0.2564408762584997,0.7970725911823924,0.7970725911823924,100000.0,0.8905670468576596
5014,Kyle Nelson,Fernando Padilla,Decision - Unanimous ,3,300,red,866,2,3,5.0,7.385193966461606e-43,1.4251438090677815,1.0,0.10817062314693429,1.0881233871174345,0.1914224090246892,0.9160546855648326,0.6745993204880566,0.19910776047251558,0.9875796917304996,17.699660428149738,1.3494220900678124,16.684831278740393,1.0503567456626521,0.3737788715034694,1.2664572973337744,0.9832805894761967,0.9062780777855959,0.4923598366323142,0.9364997157647387,0.9364997157647387,3.318964171454516e-05,0.9219644759545081
5015,Marnic Mann,Josefine Knutsson,Decision - Unanimous ,3,300,blue,866,2,3,5.0,100000.0,1.0,0.8655991669093823,100000.0,1.6002770454725688,7697.6215203757365,1.2977604333655737,100000.0,100000.0,1.1313281422533754,37659.22914995085,1.3380911020529567,100000.0,1.1368980063464098,4.234788277438704,1.2025279018447976,1.1563812946822434,0.6485604918049761,1.0,1.0,1.0,100000.0,0.9949141479240707
5016,Jack Della Maddalena,Kevin Holland,Decision - Split ,3,300,red,866,6,3,5.0,100000.0,0.6970951713140856,1.0972265900912648,0.0009403691046625937,0.8999821567266385,1.1085969847137265,0.8760899634663142,1.5432235280020982e-07,4.2829458751263696e-08,1.0089559533208121,3.2502184914559304,0.960033557225772,1.354132938352877e-06,1.0068703662297733,121.19066865369444,1.1882408968286244,1.0355921008612572,1.2763342008127432,1.5365866448713819,1.1045913523971518,1.1045913523971518,1.4694510400323395,1.0910560042789301
5017,Elise Reed,Loopy Godinez,Submission ,2,218,blue,866,2,3,5.0,100000.0,0.966218693732199,1.0278734573490287,3.953507559393089,1.1969315822368365,4.091731597659255,1.1240942937661291,100000.0,100000.0,1.0943846677300821,3.9535075593930906,1.015117750452341,100000.0,1.1717245965504552,0.030665438276055862,1.1656376239248984,1.1262995670627818,1.9747238611303597,7.86092875681203,1.3606112144314262,1.3606112144314262,20.018061091788088,0.9675072601349105
5018,Terrence Mitchell,Raul Rosas Jr.,KO/TKO ,1,54,blue,866,0,3,5.0,100000.0,1.1552691340617798,1.1552691340617798,4.234788277438707,0.8675845325538764,0.4859416778694142,0.8053325349226717,5767.534662502847,240.9686077401484,1.1943379342481166,49.254463847090186,0.8562593949929737,101.35879693020732,1.0072566948194417,13.436837468465077,1.3671417166900868,1.0263204218597395,1.781282006319269,6.529519344684533,1.1321592687578348,1.1321592687578348,100000.0,1.0772465498954285
5019,Josh Fremd,Roman Kopylov,KO/TKO ,2,284,blue,866,3,3,5.0,7.63719774032651e-39,1.603780470602754,0.6485604918049761,3.8127992717602086,1.0259684665236197,0.09932744779031058,0.8738409473216728,100000.0,100000.0,1.0969452711819416,0.9003518055609323,0.8812980905926175,100000.0,1.082065195075805,12.257665729976178,1.2324957956957854,1.0537252765150575,0.4859416778694142,1.4251438090677815,0.9758045885224185,0.9758045885224185,100000.0,0.9841468505692799
5020,Jasmine Jasudavicius,Tracy Cortez,Decision - Unanimous ,3,300,blue,866,2,3,5.0,2.5917065814314287e-12,0.9242919697018173,1.1477146763859085,1.7871347452128417,1.0662366337622484,0.8376655496140255,1.1043294062977194,100000.0,21990.45196104267,1.0190888558010123,20.922830037591524,1.0119077030330816,1719.1206375252418,1.0409108350670921,125.4473769712852,1.2468971366006452,1.0482528578107608,0.8627643913425228,1.0,0.9916050572058397,0.9916050572058397,6.7358745646436235e-09,1.030978190677342
5021,Jimi Manuwa,Alexander Gustafsson,KO/TKO ,2,78,blue,4345,7,5,5.0,100000.0,3.128527667148862,1.0,0.5502197693116708,0.6140529406810085,1.3815774553596563e-10,0.29769937183242484,100000.0,100000.0,0.5672062400551129,100000.0,4.335316924898141,100000.0,1.2382205381157672,0.003927017684837673,0.17934839214526058,0.5730953764911001,1.630378994899208,36.039840244399535,1.727621890953782,1.727621890953782,100000.0,0.7235901664032698
5022,Neil Seery,Brad Pickett,Decision - Unanimous ,3,300,blue,4345,6,3,5.0,100000.0,0.7331850576531663,0.28897110706287765,676.884058167521,1.1303092662171397,9.044991501400516e-05,0.637821585402478,8.762620689476145e-31,3.095081633507929e-23,0.6183905408206466,0.00031300677750569877,0.616714333288581,1.8189029302685815e-38,0.5288723556236926,71172.16947713286,0.8512774140518347,0.6546611535689407,0.003748391098632738,30.384377291367436,1.7922493096623247,1.7922493096623247,5.149575467208535e-46,0.5527609803859777
5023,Claudio Silva,Brad Scott,Decision - Unanimous ,3,300,red,4345,4,3,5.0,1.8896481442524546e-222,2.9631414315389346,1.721377771303828,100000.0,1.0194248797936158,100000.0,1.1982554977326276,100000.0,100000.0,0.8334144841072237,7.199855979210377e-11,0.5317024778574566,100000.0,0.8508139609414488,0.19605206838620726,0.8776533060023383,0.7845885542393178,0.19605206838620726,0.00016826002622191084,0.2156004991032145,0.2156004991032145,3.9962913433980556e-19,0.5567317130398902
5024,Ilir Latifi,Cyrille Diabate,Submission ,1,182,red,4345,1,3,5.0,4.1793116374524705e-178,1.721377771303828,2.9631414315389346,100000.0,1.7750338002002861,44.78507783965984,2.4983372569023015,100000.0,100000.0,1.6668018396450448,100000.0,2.0891118105654534,100000.0,1.5966633538632011,299.7091486851458,1.7484866109446668,1.8895929931350266,0.762187645251532,0.050429069216709164,0.5155028226409283,0.5155028226409283,100000.0,3.011641921429479
