,blue_fighter,red_fighter,method,round,time,winner,days_since,wins,fight_num_rounds,round_mins,decayed_avg_ctrl_dif,decayed_avg_kd_dif,decayed_avg_rev_dif,decayed_avg_sig_str_body_dif,decayed_avg_sig_str_body_pct_dif,decayed_avg_sig_str_clinch_dif,decayed_avg_sig_str_clinch_pct_dif,decayed_avg_sig_str_dif,decayed_avg_sig_str_distance_dif,decayed_avg_sig_str_distance_pct_dif,decayed_avg_sig_str_ground_dif,decayed_avg_sig_str_ground_pct_dif,decayed_avg_sig_str_head_dif,decayed_avg_sig_str_head_pct_dif,decayed_avg_sig_str_leg_dif,decayed_avg_sig_str_leg_pct_dif,decayed_avg_sig_str_pct_dif,decayed_avg_sub_att_dif,decayed_avg_td_att_dif,decayed_avg_td_att_pct_dif,decayed_avg_td_pct_dif,decayed_avg_total_str_dif,decayed_avg_total_str_pct_dif
1400,Corey Anderson,Mauricio Rua,Decision - Split ,3,300,blue,3547,4,3,5.0,1.4258522900102502e-225,12.81302081133311,1.0,0.001069415697096479,1.0881679925594274,8.113424875636653e-06,0.600785209344397,2.292213170929947e-25,4.566716280157322e-09,1.1838998063672523,6.186524734969647e-12,1.048186947096138,1.979776276026611e-26,0.8432176048711939,10826.60602834812,0.8236806594554629,1.012035943271834,2.138428959967485,0.00020778242744617586,0.3599452175658659,0.3599452175658659,2.1740655887389876e-40,1.225521531833329
1401,Zubaira Tukhugov,Renato Moicano,Decision - Split ,3,300,blue,3547,4,3,5.0,1.1353563664448637e-17,0.4546523480859945,0.8211450128780533,0.8211450128780539,1.1741309325684017,0.008832357315627171,0.8881350845088187,0.06336917225816019,0.37333550822411,0.9964822585550335,19.217730824550237,0.7198211999372284,2.9760671769060384e-11,0.9363591787930033,100000.0,2.3526351134083914,1.0900013807277569,3.261976608720643,0.07717171908047776,1.01555576921697,1.01555576921697,100000.0,1.3331917717735737
1402,Patrick Cummins,Rogerio Nogueira,KO/TKO ,1,292,blue,3547,4,3,5.0,1.4564010950403238e-294,3.6321261091487282,2.6309990378578956,12.553857288604247,0.2863929214015902,7.063211584768394e-07,0.270195746177545,3.0097813680071932e-27,2.010324384435071e-05,0.8148688980440094,2.1196618956895823e-16,0.5123700862193344,1.1536306291664454e-25,0.651256578992613,0.0020782174347184134,0.40047751661160447,0.5421295775744863,1.0508594903922668,9.833202070338061e-05,0.3549634203332837,0.3549634203332837,3.018599683179138e-44,0.5253129418483068
1403,Luan Chagas,Sergio Moraes,Decision - Split ,3,300,red,3547,5,3,5.0,100000.0,0.03711838583185509,0.16973786543797018,0.14954191292519292,1.67834818337117,0.0071512773655065314,0.260289756239028,1.6482333748345838e-28,1.8987715773945745e-23,0.9143415411987416,0.0012138425551759492,0.9473801955848199,9.353407174625612e-15,1.1550552766710853,1.1783815429148733e-13,0.2861317878043252,1.0874320378482571,1.462336814816438,14.299863617748537,2.460248548835308,2.460248548835308,5.764193290469505e-33,0.9410992293412143
1404,Nate Marquardt,Thiago Santos,KO/TKO ,1,219,blue,3547,8,3,5.0,3.4465025305779285e-125,1.4427100633923713,0.8780456735892802,100000.0,1.1381566078372582,815.5233056422098,0.7372344838396356,100000.0,100000.0,0.804576166861186,100000.0,1.2341191179390045,100000.0,0.8138168886345944,100000.0,1.201924374843613,0.8009723170038171,0.15905132448701786,0.073317447727123,0.3975647957484253,0.3975647957484253,100000.0,0.6920812873018677
1405,Bryan Barberena,Warlley Alves,Decision - Unanimous ,3,300,red,3547,9,3,5.0,100000.0,0.663182367074907,0.8720558975907498,0.002274704186017256,1.3615927364073903,9.180459485618608e-12,0.6161219644516998,1.8536560142734265e-50,1.4783718970378215e-35,1.378683890678354,0.00013657808780373647,0.5450080455420712,1.8512136376139315e-41,0.9897733047007328,4.401976064590172e-07,1.7237073900863553,1.232372430557488,3.9807217930640872,14.89012506041596,2.4504989023218924,2.4504989023218924,2.142498086552239e-104,0.8358164558533316
1406,James Vick,Beneil Dariush,KO/TKO ,1,256,blue,3526,5,3,5.0,100000.0,1.0679082871056036,0.704399270574375,0.09188957433030003,1.7942004625792218,18442.78602086646,1.443729698624455,0.0037550323257057572,6.284769646861429e-14,1.350467392476499,100000.0,1.4007697386642337,0.004573151091101271,1.4817852804253209,8.935768114115637,1.2316014390721426,1.6813419192357157,1.7866930616683767,20.538182491407163,2.0033758968561726,2.0033758968561726,67881.27673992052,1.6736458831352317
1407,Clay Guida,Brian Ortega,KO/TKO ,3,280,blue,3526,9,3,5.0,9.499206790613037e-289,2.1910262960068008,1.4217193426549815,100000.0,1.9276059286026441,0.014879926282207228,1.6510106378806648,100000.0,100000.0,1.2187340071311188,1.2610950268044937e-06,0.6445659605615229,100000.0,1.1341819840062712,0.0006552056968997151,0.39612270228565144,1.0043957522957456,5.640724270454384,0.008907323309044276,0.5022278639806681,0.5022278639806681,51494.52494386817,0.8620573521488792
1408,Alex Caceres,Cole Miller,Decision - Unanimous ,3,300,red,3526,2,3,5.0,100000.0,1.1247191199562279,1.1927958437333437,2.7448354173887356e-12,0.5513673925902249,0.0669863329200797,0.6150939601182963,6.117109264149277e-32,6.0520953412717945e-31,0.48900309488964566,1.508878510594172,1.0284961843321314,5.526639327381311e-17,0.6018273897985641,0.0004032448280665323,0.5680173570454301,0.5219443009257844,10.492562435188557,0.8891108742233513,1.0875618858484408,1.0875618858484408,4.6831347160468634e-29,0.5904441048078268
1409,Hector Lombard,Dan Henderson,KO/TKO ,2,87,blue,3526,1,3,5.0,8.428631007349143e-29,0.7454007145434999,1.3415602916512124,3.239222504736068,0.5421824135618135,5019.906899847403,0.724460251097637,6.487329260643642e-10,4.186114076607373e-13,0.7894062427132897,0.308716057182827,1.190885945495991,4.608654841209742e-11,0.7660933699466109,4.345612288176884,1.9986966612574306,0.8786359673951455,1.3415602916512126,0.2301171696151318,0.6627438809544821,0.6627438809544821,4.633348914163988e-17,0.8719355479910523
1410,King Green,Dustin Poirier,KO/TKO ,1,173,blue,3526,12,3,5.0,100000.0,3.580463187092977,1.0502806259854307,2.1637051700898325e-18,0.5530528713768587,100000.0,1.1224340569901734,5.166632454354789e-26,1.766170088842944e-32,0.9655349176220822,0.7007065562347152,1.3186300621967642,1.7259255861491054,1.2536011811107226,1.3835262954883729e-08,0.7966418131443439,0.9598205749871573,10.60034933303558,3.6469408600915876,1.1098291397937086,1.1098291397937086,1.2159068579830692e-16,1.0870434178279467
1411,Jessica Andrade,Jessica Penne,KO/TKO ,2,176,red,3526,5,3,5.0,100000.0,0.43922945174260863,1.3155363384876566,0.1525087460649933,0.7118239061789391,6.106189727736323e-08,0.699855991573825,2.3094030918121675e-38,5.903065364499562e-25,0.6590458566008884,6.406957695938075e-07,0.9807744216584235,1.2582612959878584e-27,0.8053261433210765,1.2034669129362462e-10,0.24819641936141995,0.645733982469569,0.7309412277771725,0.2086470707484645,0.8437153192588791,0.8437153192588791,1.4076518700925135e-32,0.7686917535228238
1412,Henrique da Silva,Jonathan Wilson,KO/TKO ,2,251,red,3526,3,3,5.0,1.0719405316136724e-78,5.829900888729669,0.3087160571828277,9.131827482432136e-09,0.7965871559419113,1.9087260365267456e-11,0.24467518571029087,0.006770592572831191,100000.0,0.9560610323022245,1.348748633771883e-06,2.170940138896089,100000.0,0.9437500712069914,0.2301171696151319,0.7454007145434999,0.7912927945695599,0.5556222252419604,1.3415602916512126,1.4102753937007066,1.4102753937007066,1.112768361668875e-10,0.6916328562479437
1413,Elvis Mutapcic,Kevin Casey,Decision - Split ,3,300,red,3526,2,3,5.0,100000.0,1.6548564794684681,1.6548564794684681,7.488242764028119e-14,1.4623593082276638,9.516056554546597e-16,0.6848906554197836,2.0965951978416203e-30,6.033623989400903e-15,1.0229556118578031,0.3651567478471885,1.481392847867258,1.862676608531581e-15,1.2024296592648211,0.015031323113035455,0.42196035479450317,1.2565256305858439,2.7385499676387726,4.531907158295186,1.399072509427523,1.399072509427523,1.121304505903433e-50,1.2046410450614997
1414,Dong Hyun Ma,Marco Polo Reyes,KO/TKO ,3,112,blue,3526,4,3,5.0,4.124385584825154e-122,5.474142893339413,0.604282010196555,100000.0,1.1651564194355042,0.00417812433371909,1.8936410717804903,421.81694005034484,9226.374255240205,0.7846583167260013,10.942374895768586,2.3596617448952006,0.15123375823180815,0.7598212004701318,0.0023706966341386156,1.0267019961674584,0.8041565063982312,1.0,0.04868980010370363,0.46974211395821874,0.46974211395821874,6.364739399594522e-20,0.6932958675899966
1415,Ricardo Lamas,Max Holloway,Decision - Unanimous ,3,300,blue,3526,4,3,5.0,1.0096745762598918e-127,2.935699341412253,0.234129159332355,100000.0,1.171404158454416,56.63074503333632,0.7322278050393756,100000.0,100000.0,1.0838731702181355,17.529371194771812,0.6381202055758513,100000.0,1.2283584753094325,110.68093290259516,0.639404079015306,0.8722617404335209,0.4258878690640037,0.03316237375068379,0.43114077486087127,0.43114077486087127,100000.0,0.7572405405621041
1416,Tom Breese,Sean Strickland,Decision - Split ,3,300,blue,3526,6,3,5.0,100000.0,0.4303424839353953,0.4141612037116067,100000.0,0.8351285752092852,1.6145819795140277,0.6189729741880865,100000.0,100000.0,0.9753502219604854,183.52443622860395,0.595931921530308,100000.0,1.032754054795512,100000.0,1.7622905611566924,0.6617244172718362,0.31670561094186045,15.791601702016843,1.9332619304032044,1.9332619304032044,100000.0,0.5936461057199757
1417,Valeri Ignatov,Evan Tanner,KO/TKO ,1,178,blue,9827,2,1,5.0,100000.0,1.0,1.0,100000.0,710.5446847996097,100000.0,0.026733670496161554,100000.0,100000.0,26.139068425301907,100000.0,67.47959287705937,100000.0,10.60845296648987,100000.0,301.5586449042854,27.793485721321648,39455.276815986195,39455.276815986195,65.21795873945027,65.21795873945027,100000.0,3.6757416431560093
1418,Andre Roberts,Gary Goodridge,KO/TKO ,1,43,blue,9827,0,1,5.0,1.7808763589639337e-60,0.007346729726062746,26.460860175128214,5.14401206988555,2.2680414612360043,0.0014282100481592002,1.6123639417022053,2.0397839416629088e-06,3.965356056616496e-07,0.04666627276350571,3601.719562550065,0.5193728082624275,5.663361364588626e-10,0.4440877117229796,700.1771212076864,136.11498412041342,1.1588231913972118,5.14401206988555,26.460860175128214,26.460860175128214,26.460860175128214,5.144012069885564,2.6764728229530137
1419,Chuck Liddell,Jeremy Horn,Submission ,1,720,blue,9827,5,1,5.0,100000.0,0.010194230730864484,0.5744492118201989,1158.9643125545713,1.4349977020669766,1.5854519875489077e-06,0.1768457628305429,1.6101314732289714e-60,1.4678363060931254e-53,1.0175237913790343,0.06918797486208458,1.4375052298857363,1.6626645937793103e-45,0.939079170786569,8.35577289225762e-19,0.2745172503117873,2.020159451016183,8699.987980386275,154.39081994173725,0.478736449533153,0.478736449533153,6.0742394425810414e-33,7.4597873761699605
1420,Jason Godsey,Pete Williams,Submission ,1,116,blue,9827,4,1,5.0,100000.0,5.14401206988555,1.0,0.19440078802580443,0.19440078802580435,3601.7195625500585,2.358233209001113,100000.0,100000.0,3.2723161059360124,100000.0,139.88172193718194,100000.0,29.360671791196406,100000.0,0.3922308294318258,10.837881030367132,3601.7195625500585,1.0,0.44090904733947617,0.44090904733947617,100000.0,1.3387269577728518
1421,Joey Roberts,Sione Latu,TKO - Doctor's Stoppage ,1,601,blue,9827,1,1,5.0,1.0,1.0,1.0,5.3974437667814e-05,0.44090904733947595,100000.0,0.3742991256630787,7.202860615262772e-35,100000.0,136.11498412041342,3.2994810801445396e-56,5.144012069885548,7.202860615262772e-35,1.3638700938726938,18527.288902100398,18527.288902100398,1.9895132284585761,2.9132399215567384e-09,1.0,136.11498412041342,136.11498412041342,8.157825295171165e-82,0.8928037728170574
1422,Guy Mezger,Tito Ortiz,KO/TKO ,1,596,blue,9827,15,1,5.0,100000.0,0.2554161479896858,1.0,100000.0,1.88781235178517,100000.0,0.016345824958312837,100000.0,100000.0,4.21425546025849,100000.0,5.643542186861744,100000.0,2.166971893934535,100000.0,0.011827651712341295,1.9671920057645595,0.0008273541022171851,100000.0,20.595614538814242,20.595614538814242,100000.0,3.3168883136391236
1423,Mark Hunt,Brock Lesnar,Overturned ,3,300,red,3491,4,3,5.0,100000.0,0.5196693682089091,0.8039746822803813,43966.68645003132,4.590454688589333,233.85178096818416,2.527667333842631,100000.0,9.416653134293184e-24,1.3640450950140974,100000.0,3.1631921319339047,450.0010877573504,2.1029148208848087,0.03789968417658926,0.8237036643121367,2.548526300745863,1.9243004517402997,233.85178096818416,3.9678235029631046,3.9678235029631046,100000.0,2.7457233747602685
1424,Travis Browne,Cain Velasquez,KO/TKO ,1,297,blue,3491,1,3,5.0,100000.0,3.1346235618462854,1.0,42.30439194252443,1.4026553648172058,100000.0,0.8532574442164423,100000.0,100000.0,1.1303813880561628,100000.0,1.9656584862502724,100000.0,1.621657543141713,100000.0,0.7331449398800838,1.417441040308608,1.1844287680222187,1448.3873739388234,1.534537961322887,1.534537961322887,100000.0,1.6900443039169084
1425,Julianna Pena,Cat Zingano,Decision - Unanimous ,3,300,red,3491,4,3,5.0,100000.0,1.0,5.495559904923635,0.02185170801492525,0.6033423157790282,20.776971586071305,0.9262197717658454,8.226916506981079e-24,5.755678016268178e-25,1.8951116578258742,0.6879523416637399,1.486632639228545,1.9057792675659798e-26,0.9980029060446718,19755.094109511487,2.2770450494036827,1.2700601151664588,0.7171457435593708,3.4791420091235015,0.778923840225666,0.778923840225666,5.691647695203643e-54,0.8956595365301813
1426,Anderson Silva,Daniel Cormier,Decision - Unanimous ,3,300,blue,3491,4,3,5.0,100000.0,0.15068604534282456,0.8468445805219342,457.25189528846704,1.4322888084079166,100000.0,1.5764116138168753,100000.0,100000.0,0.5253640658634515,100000.0,0.8892985617759848,100000.0,1.0932080426185504,3.6070448461537876e-05,0.8087904559122318,0.8360096241302678,5.204863133859789,263.8471513636776,3.215670034405382,3.215670034405382,100000.0,1.0090307448340052
1427,Joe Lauzon,Diego Sanchez,KO/TKO ,1,86,red,3491,5,3,5.0,100000.0,1.3056142387990175,0.4930773994676569,100000.0,1.7532396952357232,0.5588728265922539,0.6973596779086758,100000.0,100000.0,0.9723819939160872,100000.0,0.4730961532721639,27073.925604625983,0.7778164841286086,1051.2728472298677,2.734299174832702,0.9586750354762257,0.16764525783154047,0.6258158790461933,0.723565661638365,0.723565661638365,100000.0,0.8670613737533567
1428,Thiago Santos,Gegard Mousasi,KO/TKO ,1,272,blue,3491,1,3,5.0,100000.0,0.2623130433078945,1.059909294603022,1.2221487230459758e-06,1.049321397011052,0.03628140238461659,1.2778683155055104,100000.0,100000.0,1.1672538775222345,0.014301607530224301,1.3393839044337774,100000.0,1.305937975660355,0.002287814386965604,2.147577914941268,1.0780757243881829,1.7380115400514966,1.5027298187984006,1.6662219364027417,1.6662219364027417,100000.0,1.2466273114415813
1429,Takanori Gomi,Jim Miller,KO/TKO ,1,138,blue,3491,11,3,5.0,100000.0,0.9407936339161114,1.2306063224486212,0.0002239622119967372,1.0653392448468508,896.8652200418658,1.6162920831339507,235.64264316819262,2.6987778422186092e-06,1.2785370434355066,97355.29275399863,1.6455125845424732,0.47204211865599555,1.406208504118544,100000.0,3.5300675838094477,1.4349986191501058,48.7987425668581,25.08980374887521,2.5466488434761665,2.5466488434761665,100000.0,1.7690476669499215
1430,Kelvin Gastelum,Johny Hendricks,Decision - Unanimous ,3,300,red,3491,4,3,5.0,100000.0,0.7452921816398467,0.32722083487907555,1.990927426797252e-09,0.5703148361028209,100000.0,1.3980831893510157,5.517237823052362e-28,2.4653528141691885e-36,1.1597897050603976,5.965077842047615,1.5997018891525985,5.5992150077896284e-18,1.4200944997290668,0.04949247026474085,0.6688673108001993,1.3893214363126245,1.8953513124854413,820.6276494964322,1.3515472221434701,1.3515472221434701,2.3907029205486265e-12,1.5607783729236189
1431,Amanda Nunes,Miesha Tate,Submission ,1,196,red,3491,1,5,5.0,100000.0,0.1745576882993131,1.6466028483439945,100000.0,1.1586028935404826,100000.0,1.2997198590187617,1.0887103026109912e-10,1.2970678395281313e-13,0.514674792451712,1.0434128150501967e-05,0.5963651513311417,2.135755599062382e-13,0.5120848278089875,1.7180865132602823e-05,0.3519691745582692,0.5311987301101986,4.464435850809176,0.22399246700313782,0.8719874996181542,0.8719874996181542,100000.0,0.7788942335680259
1432,Enrique Marin,Sage Northcutt,Decision - Unanimous ,3,300,blue,3491,1,3,5.0,0.0,2.3934838921572057,0.047140395104347296,100000.0,1.218624279799278,100000.0,1.3994305754723357,100000.0,2577.9505454135938,1.4888744675489836,100000.0,4.194623438083891,100000.0,1.8444473520713454,2.3934838921572057,0.8386194203640704,1.7621950303965495,0.11282977635218162,0.008228718394931119,1.215206676773413,1.215206676773413,100000.0,1.8739680258145326
1433,Raphael Assuncao,TJ Dillashaw,Decision - Unanimous ,3,300,blue,3491,7,3,5.0,100000.0,3.7992136748433736,1.0,706.1909165049487,1.0301677297838794,296.73511414443027,0.7830067861084059,100000.0,100000.0,0.8079217077310259,100000.0,1.2929398245815695,100000.0,0.982047724885559,0.009302392441514717,0.6513432160550412,0.8542995532151293,6.797993200007968,0.6264111301572856,0.9462652713856067,0.9462652713856067,100000.0,0.8652456212901398
1434,Damian Grabowski,Anthony Hamilton,KO/TKO ,1,14,blue,3470,4,3,5.0,100000.0,1.4148167253704287,1.0,100000.0,3.0799218793124874,100000.0,0.9456427475297245,81.07165014262893,7.107889605869123e-22,2.1473596156165486,100000.0,1.0641036324415516,3.205445011706774e-10,0.784729423830151,0.0001521465028655376,1.1705048894653678,1.4415219201174836,1.0,45.46760070975855,2.5594481444184143,2.5594481444184143,100000.0,1.293292659696589
1435,Damien Brown,Cesar Arzamendia,KO/TKO ,1,147,red,3470,3,3,5.0,57.30187429145732,0.31453287834548804,1.0,0.3145328783454883,1.6518745175027414,3283.5047973140295,2.5389719608015513,1.2109397137402955e-36,6.938911525128014e-35,1.3682317659714114,5.314880659235314e-06,0.44423302860135283,4.2409933006959786e-27,1.0165734693871742,9.077973001216475e-10,2.586017500217836,1.24099206369218,1.0,32.13674244475316,3.088699103006341,3.088699103006341,1.9601007037733167e-45,1.2006366288262367
1436,Erik Perez,Francisco Rivera,Decision - Unanimous ,3,300,red,3470,0,3,5.0,1.8047487413971296e-294,1.5228842361333466,0.31453287834548804,2.2890410917209502e-11,0.8056274435521931,0.09223327222167041,0.8253766725294706,100000.0,100000.0,1.0106094462819044,8.10723569399485e-14,0.4157107786921235,100000.0,0.9384574834394781,8168.00357868989,1.2229519594397993,0.8356249250030847,2.4019060898926448,0.005991738127720292,0.4659157267706555,0.4659157267706555,8.728674662662081e-43,0.6475012216991366
1437,Jake Ellenberger,Matt Brown,KO/TKO ,1,106,red,3470,4,3,5.0,100000.0,0.5796761379236497,0.9674924874212548,100000.0,1.122680251195915,100000.0,1.513356659246473,100000.0,100000.0,1.3577957621599943,3229.69458863142,1.2230475099231077,100000.0,1.268423388019286,157.00626582820317,1.3443297061620887,1.5556200410012868,8.289980517697341,0.8066950817503793,0.9279055610723205,0.9279055610723205,100000.0,1.5657269546204957
1438,Bojan Velickovic,Michael Graves,Decision - Majority ,3,300,red,3470,1,3,5.0,100000.0,0.5608323085784984,0.5608323085784983,0.00017080295087044524,0.6384296260773744,1.783064179263548,1.2200571564916052,4.286822365673466e-26,7.013894861486069e-34,0.7564352408745229,100000.0,2.2557078016764263,5.314880659235314e-06,2.38619769611844,4.722224184957424e-17,0.2777810409909172,1.4875377291080294,0.5608323085784983,100000.0,3.709469553444592,3.709469553444592,7.546313751411017e-81,1.373460806869414
1439,Ed Herman,Nikita Krylov,KO/TKO ,2,40,blue,3470,5,3,5.0,0.0960399092074383,1.5373232197179993,1.7309583482809805,0.01152142413474881,1.9152959008241712,0.007952463657694616,0.8596904617191822,5.215321202746285e-05,0.10190898034116345,1.7026936693000745,0.06435272055439656,1.070409920612404,0.006558120133878405,1.4564981388036997,0.6902326973372903,2.8283397698169286,1.3081042982823141,0.7110102904560471,0.34380098957508753,0.7942401206939147,0.7942401206939147,0.008692461307883464,1.1653444433369757
1440,Tyron Woodley,Robbie Lawler,KO/TKO ,1,132,red,3470,6,5,5.0,100000.0,0.7185814702946492,1.9366358715035938,0.0022121076640057614,0.8422990479549191,154.43324082893818,1.356535397258055,100000.0,100000.0,0.9595366180053618,0.0263776532460689,1.1547557759344538,100000.0,1.0823975536923558,0.02236012164362879,0.39590336032830875,0.93547476256819,0.7804714312331669,6.157181028866438,1.6828688738122386,1.6828688738122386,100000.0,0.8372921058387889
1441,Karolina Kowalkiewicz,Rose Namajunas,Decision - Split ,3,300,red,3470,5,3,5.0,100000.0,3.179317867372783,1.2374714883010929,5.3432838904714254e-14,0.6842888856860785,7.53990168981431e-15,0.4979215931807438,2.1285862604751737e-26,2.621640802024042e-17,0.9800910339304229,100000.0,1.6158051358877874,6.184842241631824e-07,1.256084900250993,6.441016016651221e-07,0.45821687908460834,0.9925702816916413,2.2289925399921797,73.84647707836078,2.0198092180217024,2.0198092180217024,1.0022336432670966e-30,0.927786743375882
1442,Jorge Masvidal,Ross Pearson,Decision - Unanimous ,3,300,red,3470,8,3,5.0,4.514755595141569e-123,0.46732479561684503,0.9607524864229898,0.27401376871363053,0.9026941019477202,0.0006069188994680141,0.6885402915512753,5.2309893427070415e-17,0.0011213832537905464,0.7792107592382437,7.685977474314563e-11,0.40164323015039655,2.665112054070318e-16,0.5928188634642124,0.7163016899026003,1.679866110629701,0.6903903420673311,0.29685840639612626,0.3876792629578281,0.8568400867452413,0.8568400867452413,9.79913500530737e-36,0.6452190047126898
1443,Fredy Serrano,Ryan Benoit,Decision - Split ,3,300,blue,3470,4,3,5.0,1.6322027639912522e-71,2.8871728703544166,2.1621673277498545,6.874217217364774,1.2524303020338878,702.3588420574683,0.9753735145585218,100000.0,100000.0,0.9635871010301634,851.6896690056944,1.9039512406910202,100000.0,1.340519778090797,0.5092978725918058,0.6195688280624938,1.0805091955723627,3.179317867372783,0.0020935608874358977,0.44773128489080494,0.44773128489080494,100000.0,0.9704769637923518
1444,Hector Sandoval,Wilson Reis,Submission ,1,109,blue,3470,4,3,5.0,100000.0,1.0,0.7163016899026017,5.872222353160413e-05,0.45534528596527385,9.697174846086829e-08,0.743489848752839,46335.04411710614,100000.0,0.7206624085181429,182.18087276878077,1.1173728983341333,355.0674219070601,0.7083171039272345,100000.0,2.020023771896132,0.7338810407440626,0.8750611245274877,10674.114918856305,2.7439928455793994,2.7439928455793994,100000.0,0.8136807790433561
1445,Marvin Vettori,Alberto Uda,Submission ,1,270,red,3449,11,3,5.0,1.2426292660892058e-94,0.7669699229203492,3.2998750871743794,5.562520915359317e-11,2.0804101738950624,0.5151643872183158,0.5830692857981005,4.688321638149572e-108,5.198981120112316e-99,0.5621386008255225,1.750464570499742e-09,1.9444320340893302,5.765262448578551e-90,0.8368016582807221,1.4619302725986981e-08,0.17107301853593282,0.8699787103791049,0.11973652938919907,0.09183431671638416,1.2352499755798942,1.2352499755798942,3.5355532078068096e-130,1.4798523939315715
1446,Glover Teixeira,Anthony Johnson,KO/TKO ,1,13,blue,3449,5,3,5.0,2.7037647683682493e-102,5.003108886784279,0.566512409662794,0.0001940253496515326,0.6295947587434493,0.1680164540090978,0.866872107809692,9.377087063638158e-33,1.4284384961321013e-15,1.0891785885358145,3.907100548241871e-17,1.1232856763979437,2.24731458678583e-33,0.9112103321270607,21505.30482888247,4.264864985995128,1.0301880689749348,0.22499597431328874,0.14235451009658684,0.7132858052504861,0.7132858052504861,1.8618895957791835e-52,0.9793742695916386
1447,Chris Avila,Artem Lobov,Decision - Unanimous ,3,300,blue,3449,2,3,5.0,100000.0,1.0,1.0,100000.0,0.7465410263691765,0.0007893054764924155,0.22912457116497012,100000.0,100000.0,1.3476181147821302,0.6109658057896762,0.6262043199565822,100000.0,0.9766250472590231,100000.0,1.0862219910218867,1.2860979147382592,1.0,4.3847949241281485,1.435228126179067,1.435228126179067,100000.0,1.2874785193107197
1448,Takeya Mizugaki,Cody Garbrandt,KO/TKO ,1,48,blue,3449,7,3,5.0,2.6778552326792746e-224,5.11468631702665,1.2405595154699152,1.5958459283371213e-08,0.7593430526559686,1.3266223175608243e-08,0.8843289493677382,4.629290272329516e-23,1.1453107620677524e-07,1.2670447707014054,3.0467987773851694e-08,1.2730841411487615,2.708506029329849e-16,1.143880874604584,10.710102982932186,2.033123165126443,1.1411624416881276,0.7816430168495566,0.16761438157184816,0.6250355319373708,0.6250355319373708,3.5420002380602384e-48,0.916744820478645
1449,Max Griffin,Colby Covington,KO/TKO ,3,138,blue,3449,10,3,5.0,100000.0,0.2717274993318846,0.7082911790443666,0.0029528697709725795,0.7912580650287193,2214.4662143031387,1.310168503495234,100000.0,6.05657491312836,0.7104005273775506,100000.0,2.488229144344854,100000.0,1.011043570123292,11955.473003576393,0.6381162154025019,1.0312906403006816,0.9262191174200981,100000.0,2.7518371025338246,2.7518371025338246,100000.0,1.3267137271779554
1450,Mike Perry,Hyun Gyu Lim,KO/TKO ,1,218,red,3449,8,3,5.0,1.6345143575533407e-141,1.1404129985062026,1.0,0.022141008326777855,0.6270575606101202,2.6434675212382123e-06,0.541879095535733,1.2621985363354734e-11,0.006354873161867681,0.5519418093917583,0.0007513578126259804,1.0741050579748879,0.8768753086030012,0.9678087746007695,6.501183669181041e-10,0.1855116306430018,0.7105048706750209,1.0333930578246908,0.2066588910468602,0.8531981232363247,0.8531981232363247,9.055589496381156e-21,0.6863782306792415
1451,Conor McGregor,Nate Diaz,Decision - Majority ,5,300,red,3449,5,5,5.0,100000.0,0.04032815355545774,1.919710791860311,336.7711556608915,0.909968799899157,100000.0,1.8353039324999525,100000.0,100000.0,0.6299462868589123,3.0138441014365463e-05,0.37864188598088167,100000.0,0.5396371800140213,0.01288088423224004,1.9053802949473968,0.6472116300305786,36.12409159654406,2.49815566914247,1.18147584815707,1.18147584815707,100000.0,0.969387857732023
1452,Lorenz Larkin,Neil Magny,KO/TKO ,1,248,red,3449,0,3,5.0,100000.0,0.43037907499681577,0.6076301494781955,325.921174316991,1.176561844299008,1.0,0.7575426004259264,7694.329353155682,4.402878456671199e-08,0.8381425637736579,100000.0,1.2831814352883268,100000.0,1.102459809814984,4.6802103784400594e-15,0.5965255828810961,0.9119984014853196,2.15210072057279,325.92117431699074,2.2472710655932584,2.2472710655932584,100000.0,1.303879673322078
1453,Cortney Casey,Randa Markos,Submission ,1,274,red,3449,9,3,5.0,100000.0,1.0,2.4143041552435713,0.00433187174995339,0.942972057381469,258.97258902598276,1.1475181479191467,4.0048306970646616e-26,1.6173273647857752e-30,0.9478534902785737,95.61640869943183,1.2355635233455602,9.298855256803381e-14,1.1092096369562785,9.942121886748828e-11,0.29630439834057065,1.0982979943869102,0.44719225924722716,8.229475004744145,1.5667582937400713,1.5667582937400713,2.268619490940605e-28,1.0970031312869044
1454,Elizabeth Phillips,Raquel Pennington,Decision - Unanimous ,3,300,blue,3449,4,3,5.0,1.1924822222299597e-203,1.1990460901390125,0.12974671792502804,100000.0,2.9068491195258894,100000.0,5.658759180216074,100000.0,100000.0,1.0196823618498583,0.007107589620283168,0.7469123163679,100000.0,1.2069975422916075,4633.063930253114,0.9990160163150218,1.3689452137292553,3.728722901880882,1.373924238123191,1.2271583051251813,1.2271583051251813,100000.0,1.2517777526037488
1455,Donald Cerrone,Rick Story,KO/TKO ,2,122,red,3449,12,3,5.0,100000.0,0.41407869109078094,1.6710633333746276,100000.0,0.9908325426661803,100000.0,1.084670258745932,90.65300605310868,3.589341918596137e-15,0.650222381190795,100000.0,1.7737771925381833,49.41344515988434,0.8922169326449553,1.3420353510701323e-07,0.30009608414069044,0.8147640071727832,4.294765658501448,179.76539354636148,2.2671015329729345,2.2671015329729345,100000.0,1.1156278166426186
